S_acc,S_loss,C1_acc,C1_loss,C2_acc,C2_loss,C3_acc,C3_loss,C4_acc,C4_loss,C5_acc,C5_loss,C6_acc,C6_loss,C7_acc,C7_loss,C8_acc,C8_loss,C9_acc,C9_loss,C10_acc,C10_loss
46.0637,3.0942,42.4395,1.3762,93.9768,0.2712,98.1603,0.1733,83.1905,0.6189,84.2742,0.6122,65.877,0.836,76.4365,0.7681,87.1724,0.3883,79.8135,0.6847,86.996,0.3924
46.1538,3.0695,42.9435,1.3736,95.1865,0.2473,97.8075,0.174,82.2581,0.6334,83.3165,0.6258,67.1371,0.8144,77.6714,0.7382,86.5675,0.4039,79.6623,0.6828,86.3407,0.4103
46.1438,3.0864,43.7248,1.3488,94.8841,0.2573,98.1351,0.1665,81.9556,0.6275,83.2157,0.6208,65.9274,0.8412,78.4778,0.7399,87.9536,0.3788,80.62,0.6645,87.3992,0.385
46.1739,3.1151,41.381,1.3934,94.3296,0.2589,98.2863,0.1589,83.745,0.5968,85.1058,0.5886,66.8347,0.8266,77.1925,0.7475,87.4244,0.3846,79.9647,0.6697,86.7188,0.3945
46.4844,3.0736,45.3125,1.3111,94.1784,0.2631,98.4375,0.159,83.2409,0.6037,84.6774,0.5953,67.4647,0.8033,78.8054,0.739,86.87,0.3957,81.5524,0.6496,86.4919,0.4013
46.3842,3.115,44.1532,1.3326,94.8337,0.2507,97.9839,0.173,82.4345,0.626,83.2409,0.62,67.4143,0.8146,78.5534,0.729,88.2812,0.3668,80.998,0.6733,87.8024,0.3763
46.244,3.1248,44.6069,1.3245,94.506,0.2549,99.1431,0.1363,83.7702,0.5887,84.9042,0.5796,66.4566,0.8267,79.5363,0.7185,86.9708,0.3997,82.9385,0.6209,86.1643,0.4057
46.6046,3.1104,45.7913,1.2929,95.3377,0.2429,97.6814,0.1843,83.2157,0.6137,84.8538,0.6059,68.4728,0.7905,78.8306,0.7203,88.4325,0.3605,80.8216,0.6758,87.9788,0.3656
46.4143,3.1361,44.0776,1.3343,94.7833,0.2519,98.9163,0.1426,84.501,0.572,86.1139,0.5654,67.7923,0.7882,78.9566,0.7267,86.87,0.3992,81.9556,0.6335,86.2399,0.4018
46.8049,3.128,47.3538,1.2587,95.6905,0.2337,98.2107,0.1633,83.3165,0.5999,84.6774,0.5905,67.9183,0.7954,79.3851,0.7067,87.9284,0.3779,81.124,0.6521,87.0968,0.3835
46.6046,3.1182,45.7157,1.3087,95.6149,0.2336,98.8407,0.1516,84.9798,0.5682,86.7943,0.5588,68.3216,0.7848,79.0323,0.7154,87.3488,0.3799,81.1996,0.6517,86.9204,0.3853
