Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='cp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=6, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  6 	 Train loss 6.1022 	 LR 0.0099 	 Train images 200 	 Round   1
Device  6 	 Train loss 0.5229 	 LR 0.0019 	 Train images 200 	 Round 165
Device  6 	 Train loss 0.5268 	 LR 0.0019 	 Train images 200 	 Round 166
Device  6 	 Train loss 0.5306 	 LR 0.0019 	 Train images 200 	 Round 167
Device  6 	 Train loss 0.5226 	 LR 0.0018 	 Train images 200 	 Round 168
Device  6 	 Train loss 0.5254 	 LR 0.0018 	 Train images 200 	 Round 169
Device  6 	 Train loss 0.5281 	 LR 0.0018 	 Train images 200 	 Round 170
Device  6 	 Train loss 0.5347 	 LR 0.0018 	 Train images 200 	 Round 171
Device  6 	 Train loss 0.5148 	 LR 0.0018 	 Train images 200 	 Round 172
Device  6 	 Train loss 0.5322 	 LR 0.0018 	 Train images 200 	 Round 173
Device  6 	 Train loss 0.5248 	 LR 0.0017 	 Train images 200 	 Round 174
Device  6 	 Train loss 0.5357 	 LR 0.0017 	 Train images 200 	 Round 175
Device  6 	 Train loss 0.5263 	 LR 0.0017 	 Train images 200 	 Round 176
Device  6 	 Train loss 0.5193 	 LR 0.0017 	 Train images 200 	 Round 177
Device  6 	 Train loss 0.5167 	 LR 0.0017 	 Train images 200 	 Round 178
Device  6 	 Train loss 0.5111 	 LR 0.0017 	 Train images 200 	 Round 179
Device  6 	 Train loss 0.5102 	 LR 0.0016 	 Train images 200 	 Round 180
Device  6 	 Train loss 0.4971 	 LR 0.0016 	 Train images 200 	 Round 181
Device  6 	 Train loss 0.5117 	 LR 0.0016 	 Train images 200 	 Round 182
Device  6 	 Train loss 0.5303 	 LR 0.0016 	 Train images 200 	 Round 183
Device  6 	 Train loss 0.5261 	 LR 0.0016 	 Train images 200 	 Round 184
Device  6 	 Train loss 0.4969 	 LR 0.0016 	 Train images 200 	 Round 185
Device  6 	 Train loss 0.5276 	 LR 0.0015 	 Train images 200 	 Round 186
Device  6 	 Train loss 0.5274 	 LR 0.0015 	 Train images 200 	 Round 187
Device  6 	 Train loss 0.5283 	 LR 0.0015 	 Train images 200 	 Round 188
Device  6 	 Train loss 0.5283 	 LR 0.0015 	 Train images 200 	 Round 189
Device  6 	 Train loss 0.5127 	 LR 0.0015 	 Train images 200 	 Round 190
Device  6 	 Train loss 0.5174 	 LR 0.0015 	 Train images 200 	 Round 191
Device  6 	 Train loss 0.5185 	 LR 0.0015 	 Train images 200 	 Round 192
Device  6 	 Train loss 0.4924 	 LR 0.0014 	 Train images 200 	 Round 193
Device  6 	 Train loss 0.5129 	 LR 0.0014 	 Train images 200 	 Round 194
Device  6 	 Train loss 0.5215 	 LR 0.0014 	 Train images 200 	 Round 195
Device  6 	 Train loss 0.5150 	 LR 0.0014 	 Train images 200 	 Round 196
Device  6 	 Train loss 0.5248 	 LR 0.0014 	 Train images 200 	 Round 197
Device  6 	 Train loss 0.5243 	 LR 0.0014 	 Train images 200 	 Round 198
Device  6 	 Train loss 0.4788 	 LR 0.0014 	 Train images 200 	 Round 199
Device  6 	 Train loss 0.5200 	 LR 0.0013 	 Train images 200 	 Round 200
Defense cp on Dataset MNIST.
Finished computations with time: 0:05:46.764220

